"Train/step","cpo_filter_2025-11-19_21-13-35 - Train/Mrewards","cpo_filter_2025-11-19_21-13-35 - Train/Mrewards__MIN","cpo_filter_2025-11-19_21-13-35 - Train/Mrewards__MAX","cpo_filter_2025-11-19_21-13-35 - _step","cpo_filter_2025-11-19_21-13-35 - _step__MIN","cpo_filter_2025-11-19_21-13-35 - _step__MAX"
"554835","-197.18612670898438","-197.18612670898438","-197.18612670898438","4511","4511","4511"
"556233","-196.82296752929688","-196.82296752929688","-196.82296752929688","4520","4520","4520"
"559731","-198.8575897216797","-198.8575897216797","-198.8575897216797","4535","4535","4535"
"561729","-199.16171264648438","-199.16171264648438","-199.16171264648438","4546","4546","4546"
"563727","-199.46278381347656","-199.46278381347656","-199.46278381347656","4557","4557","4557"
"565525","-199.53285217285156","-199.53285217285156","-199.53285217285156","4567","4567","4567"
"567023","-199.2602081298828","-199.2602081298828","-199.2602081298828","4577","4577","4577"
"568521","-198.99029541015625","-198.99029541015625","-198.99029541015625","4587","4587","4587"
"570319","-199.06507873535156","-199.06507873535156","-199.06507873535156","4597","4597","4597"
"571717","-198.68313598632812","-198.68313598632812","-198.68313598632812","4607","4607","4607"
"573115","-198.3050079345703","-198.3050079345703","-198.3050079345703","4616","4616","4616"
"576613","-200.32479858398438","-200.32479858398438","-200.32479858398438","4631","4631","4631"
"578611","-200.61422729492188","-200.61422729492188","-200.61422729492188","4642","4642","4642"
"580609","-200.90077209472656","-200.90077209472656","-200.90077209472656","4653","4653","4653"
"582407","-200.95643615722656","-200.95643615722656","-200.95643615722656","4664","4664","4664"
"583905","-200.66957092285156","-200.66957092285156","-200.66957092285156","4673","4673","4673"
"585403","-200.38555908203125","-200.38555908203125","-200.38555908203125","4683","4683","4683"
"587201","-200.44638061523438","-200.44638061523438","-200.44638061523438","4694","4694","4694"
"588599","-200.0506134033203","-200.0506134033203","-200.0506134033203","4703","4703","4703"
"589997","-199.65879821777344","-199.65879821777344","-199.65879821777344","4712","4712","4712"
"593495","-201.66505432128906","-201.66505432128906","-201.66505432128906","4727","4727","4727"
"595493","-201.9410858154297","-201.9410858154297","-201.9410858154297","4738","4738","4738"
"597491","-202.21437072753906","-202.21437072753906","-202.21437072753906","4749","4749","4749"
"599289","-202.2569122314453","-202.2569122314453","-202.2569122314453","4760","4760","4760"
"600787","-201.95703125","-201.95703125","-201.95703125","4769","4769","4769"
"602285","-201.66015625","-201.66015625","-201.66015625","4779","4779","4779"
"604083","-201.70823669433594","-201.70823669433594","-201.70823669433594","4790","4790","4790"
"605481","-201.29986572265625","-201.29986572265625","-201.29986572265625","4799","4799","4799"
"606879","-200.8955841064453","-200.8955841064453","-200.8955841064453","4809","4809","4809"
"610377","-202.88946533203125","-202.88946533203125","-202.88946533203125","4823","4823","4823"
"612375","-203.15325927734375","-203.15325927734375","-203.15325927734375","4834","4834","4834"
"614373","-203.41441345214844","-203.41441345214844","-203.41441345214844","4845","4845","4845"
"616171","-203.44496154785156","-203.44496154785156","-203.44496154785156","4856","4856","4856"
"617669","-203.13319396972656","-203.13319396972656","-203.13319396972656","4866","4866","4866"
"619167","-202.8245391845703","-202.8245391845703","-202.8245391845703","4875","4875","4875"
"620965","-202.86097717285156","-202.86097717285156","-202.86097717285156","4886","4886","4886"
"622363","-202.44107055664062","-202.44107055664062","-202.44107055664062","4895","4895","4895"
"623761","-202.02536010742188","-202.02536010742188","-202.02536010742188","4905","4905","4905"
"627259","-204.00794982910156","-204.00794982910156","-204.00794982910156","4920","4920","4920"
"629257","-204.26055908203125","-204.26055908203125","-204.26055908203125","4931","4931","4931"
"631255","-204.51063537597656","-204.51063537597656","-204.51063537597656","4942","4942","4942"
"633053","-204.53021240234375","-204.53021240234375","-204.53021240234375","4952","4952","4952"
"634551","-204.2075958251953","-204.2075958251953","-204.2075958251953","4962","4962","4962"
"636049","-203.88821411132812","-203.88821411132812","-203.88821411132812","4972","4972","4972"
"637847","-203.9140167236328","-203.9140167236328","-203.9140167236328","4982","4982","4982"
"639245","-203.4835968017578","-203.4835968017578","-203.4835968017578","4992","4992","4992"
"640643","-203.05747985839844","-203.05747985839844","-203.05747985839844","5001","5001","5001"
"644141","-205.02975463867188","-205.02975463867188","-205.02975463867188","5016","5016","5016"
"646139","-205.2721405029297","-205.2721405029297","-205.2721405029297","5027","5027","5027"
"648137","-205.51210021972656","-205.51210021972656","-205.51210021972656","5038","5038","5038"
"649935","-205.5216522216797","-205.5216522216797","-205.5216522216797","5048","5048","5048"
"651433","-205.1891326904297","-205.1891326904297","-205.1891326904297","5058","5058","5058"
"652931","-204.8599395751953","-204.8599395751953","-204.8599395751953","5068","5068","5068"
"654729","-204.87603759765625","-204.87603759765625","-204.87603759765625","5078","5078","5078"
"656127","-204.4359893798828","-204.4359893798828","-204.4359893798828","5088","5088","5088"
"657525","-204.0003204345703","-204.0003204345703","-204.0003204345703","5097","5097","5097"
"661023","-205.96316528320312","-205.96316528320312","-205.96316528320312","5112","5112","5112"
"663021","-206.19622802734375","-206.19622802734375","-206.19622802734375","5123","5123","5123"
"665019","-206.42694091796875","-206.42694091796875","-206.42694091796875","5134","5134","5134"
"666817","-206.42735290527344","-206.42735290527344","-206.42735290527344","5145","5145","5145"
"668315","-206.0857696533203","-206.0857696533203","-206.0857696533203","5154","5154","5154"
"669813","-205.74758911132812","-205.74758911132812","-205.74758911132812","5164","5164","5164"
"671611","-205.7548065185547","-205.7548065185547","-205.7548065185547","5175","5175","5175"
"673009","-205.30596923828125","-205.30596923828125","-205.30596923828125","5184","5184","5184"
"674407","-204.8616180419922","-204.8616180419922","-204.8616180419922","5194","5194","5194"
"677905","-206.81585693359375","-206.81585693359375","-206.81585693359375","5208","5208","5208"
"679903","-207.04039001464844","-207.04039001464844","-207.04039001464844","5219","5219","5219"
"681901","-207.26266479492188","-207.26266479492188","-207.26266479492188","5230","5230","5230"
"683699","-207.2547149658203","-207.2547149658203","-207.2547149658203","5241","5241","5241"
"685197","-206.9048614501953","-206.9048614501953","-206.9048614501953","5250","5250","5250"
"686695","-206.5585174560547","-206.5585174560547","-206.5585174560547","5260","5260","5260"
"688493","-206.5576171875","-206.5576171875","-206.5576171875","5271","5271","5271"
"689891","-206.10073852539062","-206.10073852539062","-206.10073852539062","5280","5280","5280"
"691289","-205.6484375","-205.6484375","-205.6484375","5290","5290","5290"
"694787","-207.5948028564453","-207.5948028564453","-207.5948028564453","5304","5304","5304"
"696785","-207.81153869628906","-207.81153869628906","-207.81153869628906","5315","5315","5315"
"698783","-208.02610778808594","-208.02610778808594","-208.02610778808594","5326","5326","5326"
"700581","-208.01052856445312","-208.01052856445312","-208.01052856445312","5337","5337","5337"
"702079","-207.6531219482422","-207.6531219482422","-207.6531219482422","5347","5347","5347"
"703577","-207.2992706298828","-207.2992706298828","-207.2992706298828","5356","5356","5356"
"705375","-207.29095458984375","-207.29095458984375","-207.29095458984375","5367","5367","5367"
"706773","-206.82675170898438","-206.82675170898438","-206.82675170898438","5376","5376","5376"
"708171","-206.3671875","-206.3671875","-206.3671875","5386","5386","5386"
"711669","-208.30636596679688","-208.30636596679688","-208.30636596679688","5401","5401","5401"
"713667","-208.5159912109375","-208.5159912109375","-208.5159912109375","5412","5412","5412"
"715665","-208.72352600097656","-208.72352600097656","-208.72352600097656","5423","5423","5423"
"717463","-208.7009735107422","-208.7009735107422","-208.7009735107422","5433","5433","5433"
"718961","-208.33665466308594","-208.33665466308594","-208.33665466308594","5443","5443","5443"
"720459","-207.97596740722656","-207.97596740722656","-207.97596740722656","5453","5453","5453"
"722257","-207.9608917236328","-207.9608917236328","-207.9608917236328","5463","5463","5463"
"723655","-207.489990234375","-207.489990234375","-207.489990234375","5473","5473","5473"
"725053","-207.0238037109375","-207.0238037109375","-207.0238037109375","5482","5482","5482"
"728551","-208.9564208984375","-208.9564208984375","-208.9564208984375","5497","5497","5497"
"730549","-209.1595458984375","-209.1595458984375","-209.1595458984375","5508","5508","5508"
"732547","-209.3606414794922","-209.3606414794922","-209.3606414794922","5519","5519","5519"
"734345","-209.3317108154297","-209.3317108154297","-209.3317108154297","5529","5529","5529"
"735843","-208.96109008789062","-208.96109008789062","-208.96109008789062","5539","5539","5539"
"737341","-208.59417724609375","-208.59417724609375","-208.59417724609375","5549","5549","5549"
"739139","-208.5729217529297","-208.5729217529297","-208.5729217529297","5559","5559","5559"
"740537","-208.09588623046875","-208.09588623046875","-208.09588623046875","5569","5569","5569"
"741935","-207.62362670898438","-207.62362670898438","-207.62362670898438","5578","5578","5578"
"745433","-209.55023193359375","-209.55023193359375","-209.55023193359375","5593","5593","5593"
"747431","-209.74742126464844","-209.74742126464844","-209.74742126464844","5604","5604","5604"
"749429","-209.942626953125","-209.942626953125","-209.942626953125","5615","5615","5615"
"751227","-209.9078826904297","-209.9078826904297","-209.9078826904297","5626","5626","5626"
"752725","-209.531494140625","-209.531494140625","-209.531494140625","5635","5635","5635"
"754223","-209.1588592529297","-209.1588592529297","-209.1588592529297","5645","5645","5645"
"756021","-209.13194274902344","-209.13194274902344","-209.13194274902344","5656","5656","5656"
"757419","-208.6493377685547","-208.6493377685547","-208.6493377685547","5665","5665","5665"
"758817","-208.1715545654297","-208.1715545654297","-208.1715545654297","5675","5675","5675"
"762315","-210.0926971435547","-210.0926971435547","-210.0926971435547","5689","5689","5689"
"764313","-210.2844696044922","-210.2844696044922","-210.2844696044922","5700","5700","5700"
"766311","-210.47430419921875","-210.47430419921875","-210.47430419921875","5711","5711","5711"
"768109","-210.4342498779297","-210.4342498779297","-210.4342498779297","5722","5722","5722"
"769607","-210.05259704589844","-210.05259704589844","-210.05259704589844","5732","5732","5732"
"771105","-209.6747589111328","-209.6747589111328","-209.6747589111328","5741","5741","5741"
"772903","-209.64268493652344","-209.64268493652344","-209.64268493652344","5752","5752","5752"
"774301","-209.1549530029297","-209.1549530029297","-209.1549530029297","5761","5761","5761"
"775699","-208.67210388183594","-208.67210388183594","-208.67210388183594","5771","5771","5771"
"779197","-210.58824157714844","-210.58824157714844","-210.58824157714844","5785","5785","5785"
"781195","-210.77505493164062","-210.77505493164062","-210.77505493164062","5796","5796","5796"
"783193","-210.95999145507812","-210.95999145507812","-210.95999145507812","5807","5807","5807"
"784991","-210.91506958007812","-210.91506958007812","-210.91506958007812","5818","5818","5818"
"786489","-210.5286102294922","-210.5286102294922","-210.5286102294922","5828","5828","5828"
"787987","-210.14601135253906","-210.14601135253906","-210.14601135253906","5837","5837","5837"
"789785","-210.10923767089844","-210.10923767089844","-210.10923767089844","5848","5848","5848"
"791183","-209.61685180664062","-209.61685180664062","-209.61685180664062","5857","5857","5857"
"792581","-209.12939453125","-209.12939453125","-209.12939453125","5867","5867","5867"
"796079","-211.04095458984375","-211.04095458984375","-211.04095458984375","5882","5882","5882"
"798077","-211.22323608398438","-211.22323608398438","-211.22323608398438","5893","5893","5893"
"800075","-211.4036865234375","-211.4036865234375","-211.4036865234375","5904","5904","5904"
"801873","-211.3543243408203","-211.3543243408203","-211.3543243408203","5914","5914","5914"
"803371","-210.96347045898438","-210.96347045898438","-210.96347045898438","5924","5924","5924"
"804869","-210.57652282714844","-210.57652282714844","-210.57652282714844","5934","5934","5934"
"806667","-210.5354461669922","-210.5354461669922","-210.5354461669922","5944","5944","5944"
"808065","-210.03880310058594","-210.03880310058594","-210.03880310058594","5954","5954","5954"
"809463","-209.547119140625","-209.547119140625","-209.547119140625","5963","5963","5963"
"812961","-211.45448303222656","-211.45448303222656","-211.45448303222656","5978","5978","5978"
"814959","-211.63262939453125","-211.63262939453125","-211.63262939453125","5989","5989","5989"
"816957","-211.8090057373047","-211.8090057373047","-211.8090057373047","6000","6000","6000"
"818755","-211.75559997558594","-211.75559997558594","-211.75559997558594","6010","6010","6010"
"820253","-211.36073303222656","-211.36073303222656","-211.36073303222656","6020","6020","6020"
"821751","-210.96981811523438","-210.96981811523438","-210.96981811523438","6030","6030","6030"
"823549","-210.9248046875","-210.9248046875","-210.9248046875","6040","6040","6040"
"824947","-210.42425537109375","-210.42425537109375","-210.42425537109375","6050","6050","6050"
"826345","-209.92872619628906","-209.92872619628906","-209.92872619628906","6059","6059","6059"
"829843","-211.832275390625","-211.832275390625","-211.832275390625","6074","6074","6074"
"831841","-212.0066375732422","-212.0066375732422","-212.0066375732422","6085","6085","6085"
"833839","-212.17926025390625","-212.17926025390625","-212.17926025390625","6096","6096","6096"
"835637","-212.1221466064453","-212.1221466064453","-212.1221466064453","6107","6107","6107"
"837135","-211.72360229492188","-211.72360229492188","-211.72360229492188","6116","6116","6116"
"838633","-211.3290557861328","-211.3290557861328","-211.3290557861328","6126","6126","6126"
"840431","-211.2804412841797","-211.2804412841797","-211.2804412841797","6137","6137","6137"
"841829","-210.77633666992188","-210.77633666992188","-210.77633666992188","6146","6146","6146"
"843227","-210.27728271484375","-210.27728271484375","-210.27728271484375","6156","6156","6156"
"846725","-212.17735290527344","-212.17735290527344","-212.17735290527344","6170","6170","6170"
"848723","-212.34828186035156","-212.34828186035156","-212.34828186035156","6181","6181","6181"
"850721","-212.5175018310547","-212.5175018310547","-212.5175018310547","6192","6192","6192"
"852519","-212.45700073242188","-212.45700073242188","-212.45700073242188","6203","6203","6203"
"854017","-212.05511474609375","-212.05511474609375","-212.05511474609375","6213","6213","6213"
"855515","-211.65725708007812","-211.65725708007812","-211.65725708007812","6222","6222","6222"
"857313","-211.60536193847656","-211.60536193847656","-211.60536193847656","6233","6233","6233"
"858711","-211.0980224609375","-211.0980224609375","-211.0980224609375","6242","6242","6242"
"860109","-210.59576416015625","-210.59576416015625","-210.59576416015625","6252","6252","6252"
"863607","-212.49264526367188","-212.49264526367188","-212.49264526367188","6267","6267","6267"
"865605","-212.660400390625","-212.660400390625","-212.660400390625","6278","6278","6278"
"867603","-212.82647705078125","-212.82647705078125","-212.82647705078125","6289","6289","6289"
"869401","-212.76287841796875","-212.76287841796875","-212.76287841796875","6299","6299","6299"
"870899","-212.35794067382812","-212.35794067382812","-212.35794067382812","6309","6309","6309"
"872397","-211.95704650878906","-211.95704650878906","-211.95704650878906","6318","6318","6318"
"874195","-211.90216064453125","-211.90216064453125","-211.90216064453125","6329","6329","6329"
"875593","-211.391845703125","-211.391845703125","-211.391845703125","6338","6338","6338"
"876991","-210.8866424560547","-210.8866424560547","-210.8866424560547","6348","6348","6348"
"880489","-212.78062438964844","-212.78062438964844","-212.78062438964844","6363","6363","6363"
"882487","-212.94549560546875","-212.94549560546875","-212.94549560546875","6374","6374","6374"
"884485","-213.1087188720703","-213.1087188720703","-213.1087188720703","6385","6385","6385"
"886283","-213.0423126220703","-213.0423126220703","-213.0423126220703","6395","6395","6395"
"887781","-212.63458251953125","-212.63458251953125","-212.63458251953125","6405","6405","6405"
"889279","-212.23092651367188","-212.23092651367188","-212.23092651367188","6415","6415","6415"
"891077","-212.1732940673828","-212.1732940673828","-212.1732940673828","6425","6425","6425"
"892475","-211.66026306152344","-211.66026306152344","-211.66026306152344","6435","6435","6435"
"893873","-211.15235900878906","-211.15235900878906","-211.15235900878906","6444","6444","6444"
"897371","-213.04368591308594","-213.04368591308594","-213.04368591308594","6459","6459","6459"
"899369","-213.2059326171875","-213.2059326171875","-213.2059326171875","6470","6470","6470"
"901367","-213.36656188964844","-213.36656188964844","-213.36656188964844","6481","6481","6481"
"903165","-213.29757690429688","-213.29757690429688","-213.29757690429688","6491","6491","6491"
"904663","-212.88729858398438","-212.88729858398438","-212.88729858398438","6501","6501","6501"
"906161","-212.48110961914062","-212.48110961914062","-212.48110961914062","6511","6511","6511"
"907959","-212.4209747314453","-212.4209747314453","-212.4209747314453","6521","6521","6521"
"909357","-211.90545654296875","-211.90545654296875","-211.90545654296875","6531","6531","6531"
"910755","-211.39511108398438","-211.39511108398438","-211.39511108398438","6540","6540","6540"
"914253","-213.28399658203125","-213.28399658203125","-213.28399658203125","6555","6555","6555"
"916251","-213.44384765625","-213.44384765625","-213.44384765625","6566","6566","6566"
"918249","-213.60211181640625","-213.60211181640625","-213.60211181640625","6577","6577","6577"
"920047","-213.53077697753906","-213.53077697753906","-213.53077697753906","6588","6588","6588"
"921545","-213.1181640625","-213.1181640625","-213.1181640625","6597","6597","6597"
"923043","-212.70968627929688","-212.70968627929688","-212.70968627929688","6607","6607","6607"
"924841","-212.64727783203125","-212.64727783203125","-212.64727783203125","6618","6618","6618"
"926239","-212.12950134277344","-212.12950134277344","-212.12950134277344","6627","6627","6627"
"927637","-211.61691284179688","-211.61691284179688","-211.61691284179688","6637","6637","6637"
"931135","-213.5035858154297","-213.5035858154297","-213.5035858154297","6651","6651","6651"
"933133","-213.66123962402344","-213.66123962402344","-213.66123962402344","6662","6662","6662"
"935131","-213.81732177734375","-213.81732177734375","-213.81732177734375","6673","6673","6673"
"936929","-213.7438201904297","-213.7438201904297","-213.7438201904297","6684","6684","6684"
"938427","-213.32907104492188","-213.32907104492188","-213.32907104492188","6694","6694","6694"
"939925","-212.91847229003906","-212.91847229003906","-212.91847229003906","6703","6703","6703"
"941723","-212.85397338867188","-212.85397338867188","-212.85397338867188","6714","6714","6714"
"943121","-212.33413696289062","-212.33413696289062","-212.33413696289062","6723","6723","6723"
"944519","-211.8195037841797","-211.8195037841797","-211.8195037841797","6733","6733","6733"
"948017","-213.70416259765625","-213.70416259765625","-213.70416259765625","6748","6748","6748"
"950015","-213.8598175048828","-213.8598175048828","-213.8598175048828","6759","6759","6759"
"952013","-214.01390075683594","-214.01390075683594","-214.01390075683594","6770","6770","6770"
"953811","-213.93844604492188","-213.93844604492188","-213.93844604492188","6780","6780","6780"
"955309","-213.52175903320312","-213.52175903320312","-213.52175903320312","6790","6790","6790"
"956807","-213.10923767089844","-213.10923767089844","-213.10923767089844","6800","6800","6800"
"958605","-213.04283142089844","-213.04283142089844","-213.04283142089844","6810","6810","6810"
"960003","-212.52110290527344","-212.52110290527344","-212.52110290527344","6820","6820","6820"
"961401","-212.00460815429688","-212.00460815429688","-212.00460815429688","6829","6829","6829"
"964899","-213.88742065429688","-213.88742065429688","-213.88742065429688","6844","6844","6844"
"966897","-214.04124450683594","-214.04124450683594","-214.04124450683594","6855","6855","6855"
"968895","-214.1935272216797","-214.1935272216797","-214.1935272216797","6866","6866","6866"
"970693","-214.1162872314453","-214.1162872314453","-214.1162872314453","6876","6876","6876"
"972191","-213.69781494140625","-213.69781494140625","-213.69781494140625","6886","6886","6886"
"973689","-213.2835235595703","-213.2835235595703","-213.2835235595703","6896","6896","6896"
"975487","-213.21536254882812","-213.21536254882812","-213.21536254882812","6906","6906","6906"
"976885","-212.69190979003906","-212.69190979003906","-212.69190979003906","6916","6916","6916"
"978283","-212.1737060546875","-212.1737060546875","-212.1737060546875","6925","6925","6925"
"981781","-214.05482482910156","-214.05482482910156","-214.05482482910156","6940","6940","6940"
"983779","-214.20697021484375","-214.20697021484375","-214.20697021484375","6951","6951","6951"
"985777","-214.3575897216797","-214.3575897216797","-214.3575897216797","6962","6962","6962"
"987575","-214.27870178222656","-214.27870178222656","-214.27870178222656","6972","6972","6972"
"989073","-213.85861206054688","-213.85861206054688","-213.85861206054688","6982","6982","6982"
"990571","-213.4427032470703","-213.4427032470703","-213.4427032470703","6992","6992","6992"
"992369","-213.3729705810547","-213.3729705810547","-213.3729705810547","7002","7002","7002"
"993767","-212.8479461669922","-212.8479461669922","-212.8479461669922","7012","7012","7012"
"995165","-212.32818603515625","-212.32818603515625","-212.32818603515625","7021","7021","7021"
"998663","-214.20774841308594","-214.20774841308594","-214.20774841308594","7036","7036","7036"
"1000661","-214.3583526611328","-214.3583526611328","-214.3583526611328","7047","7047","7047"
"1002659","-214.50746154785156","-214.50746154785156","-214.50746154785156","7058","7058","7058"
"1004457","-214.42706298828125","-214.42706298828125","-214.42706298828125","7069","7069","7069"
"1005955","-214.00547790527344","-214.00547790527344","-214.00547790527344","7078","7078","7078"
"1007453","-213.58811950683594","-213.58811950683594","-213.58811950683594","7088","7088","7088"
"1009251","-213.5169219970703","-213.5169219970703","-213.5169219970703","7099","7099","7099"
"1010649","-212.99046325683594","-212.99046325683594","-212.99046325683594","7108","7108","7108"
"1012047","-212.46926879882812","-212.46926879882812","-212.46926879882812","7118","7118","7118"
"1015545","-214.347412109375","-214.347412109375","-214.347412109375","7132","7132","7132"
"1017543","-214.49664306640625","-214.49664306640625","-214.49664306640625","7143","7143","7143"
"1019541","-214.6443634033203","-214.6443634033203","-214.6443634033203","7154","7154","7154"
"1021339","-214.56259155273438","-214.56259155273438","-214.56259155273438","7165","7165","7165"
"1022837","-214.13966369628906","-214.13966369628906","-214.13966369628906","7175","7175","7175"
"1024335","-213.720947265625","-213.720947265625","-213.720947265625","7184","7184","7184"
"1026133","-213.64840698242188","-213.64840698242188","-213.64840698242188","7195","7195","7195"
"1027531","-213.12062072753906","-213.12062072753906","-213.12062072753906","7204","7204","7204"
"1028929","-212.59811401367188","-212.59811401367188","-212.59811401367188","7214","7214","7214"
"1032427","-214.4749755859375","-214.4749755859375","-214.4749755859375","7229","7229","7229"
"1034425","-214.6229248046875","-214.6229248046875","-214.6229248046875","7240","7240","7240"
"1036423","-214.76939392089844","-214.76939392089844","-214.76939392089844","7251","7251","7251"
"1038221","-214.68638610839844","-214.68638610839844","-214.68638610839844","7261","7261","7261"
"1039719","-214.26222229003906","-214.26222229003906","-214.26222229003906","7271","7271","7271"
"1041217","-213.84230041503906","-213.84230041503906","-213.84230041503906","7281","7281","7281"
"1043015","-213.76856994628906","-213.76856994628906","-213.76856994628906","7291","7291","7291"
"1044413","-213.2395782470703","-213.2395782470703","-213.2395782470703","7301","7301","7301"
"1045811","-212.7158966064453","-212.7158966064453","-212.7158966064453","7310","7310","7310"
"1049309","-214.59158325195312","-214.59158325195312","-214.59158325195312","7325","7325","7325"
"1051307","-214.7383575439453","-214.7383575439453","-214.7383575439453","7336","7336","7336"
"1053305","-214.8836669921875","-214.8836669921875","-214.8836669921875","7347","7347","7347"
"1055103","-214.79949951171875","-214.79949951171875","-214.79949951171875","7357","7357","7357"
"1056601","-214.3741912841797","-214.3741912841797","-214.3741912841797","7367","7367","7367"
"1058099","-213.95314025878906","-213.95314025878906","-213.95314025878906","7377","7377","7377"
"1059897","-213.8782958984375","-213.8782958984375","-213.8782958984375","7387","7387","7387"
"1061295","-213.3482208251953","-213.3482208251953","-213.3482208251953","7397","7397","7397"
"1062693","-212.82345581054688","-212.82345581054688","-212.82345581054688","7406","7406","7406"
"1066191","-214.69805908203125","-214.69805908203125","-214.69805908203125","7421","7421","7421"
"1068189","-214.84376525878906","-214.84376525878906","-214.84376525878906","7432","7432","7432"
"1070187","-214.98802185058594","-214.98802185058594","-214.98802185058594","7443","7443","7443"
"1071985","-214.90283203125","-214.90283203125","-214.90283203125","7453","7453","7453"
"1073483","-214.47650146484375","-214.47650146484375","-214.47650146484375","7463","7463","7463"
"1074981","-214.05442810058594","-214.05442810058594","-214.05442810058594","7473","7473","7473"
"1076779","-213.97857666015625","-213.97857666015625","-213.97857666015625","7483","7483","7483"
"1078177","-213.44749450683594","-213.44749450683594","-213.44749450683594","7493","7493","7493"
"1079575","-212.92173767089844","-212.92173767089844","-212.92173767089844","7502","7502","7502"
"1083073","-214.7953643798828","-214.7953643798828","-214.7953643798828","7517","7517","7517"
"1085071","-214.94009399414062","-214.94009399414062","-214.94009399414062","7528","7528","7528"
"1087069","-215.0833740234375","-215.0833740234375","-215.0833740234375","7539","7539","7539"
"1088867","-214.99722290039062","-214.99722290039062","-214.99722290039062","7550","7550","7550"
"1090365","-214.56993103027344","-214.56993103027344","-214.56993103027344","7559","7559","7559"
"1091863","-214.1469268798828","-214.1469268798828","-214.1469268798828","7569","7569","7569"
"1093661","-214.07012939453125","-214.07012939453125","-214.07012939453125","7580","7580","7580"
"1095059","-213.53814697265625","-213.53814697265625","-213.53814697265625","7589","7589","7589"
"1096457","-213.011474609375","-213.011474609375","-213.011474609375","7599","7599","7599"
"1099955","-214.88421630859375","-214.88421630859375","-214.88421630859375","7613","7613","7613"
"1101953","-215.02806091308594","-215.02806091308594","-215.02806091308594","7624","7624","7624"
"1103951","-215.17047119140625","-215.17047119140625","-215.17047119140625","7635","7635","7635"
"1105749","-215.0834503173828","-215.0834503173828","-215.0834503173828","7646","7646","7646"
"1107247","-214.65530395507812","-214.65530395507812","-214.65530395507812","7656","7656","7656"
"1108745","-214.2314453125","-214.2314453125","-214.2314453125","7665","7665","7665"
"1110543","-214.15382385253906","-214.15382385253906","-214.15382385253906","7676","7676","7676"
"1111941","-213.62098693847656","-213.62098693847656","-213.62098693847656","7685","7685","7685"
"1113339","-213.09349060058594","-213.09349060058594","-213.09349060058594","7695","7695","7695"
"1116837","-214.9654083251953","-214.9654083251953","-214.9654083251953","7710","7710","7710"
"1118835","-215.10845947265625","-215.10845947265625","-215.10845947265625","7721","7721","7721"
"1120833","-215.2500762939453","-215.2500762939453","-215.2500762939453","7732","7732","7732"
"1122631","-215.16226196289062","-215.16226196289062","-215.16226196289062","7742","7742","7742"
"1124129","-214.73333740234375","-214.73333740234375","-214.73333740234375","7752","7752","7752"
"1125627","-214.30868530273438","-214.30868530273438","-214.30868530273438","7762","7762","7762"
"1127425","-214.23028564453125","-214.23028564453125","-214.23028564453125","7772","7772","7772"
"1128823","-213.6967010498047","-213.6967010498047","-213.6967010498047","7782","7782","7782"
"1130221","-213.16842651367188","-213.16842651367188","-213.16842651367188","7791","7791","7791"
"1133719","-215.03958129882812","-215.03958129882812","-215.03958129882812","7806","7806","7806"
"1135717","-215.18186950683594","-215.18186950683594","-215.18186950683594","7817","7817","7817"
"1137715","-215.32275390625","-215.32275390625","-215.32275390625","7828","7828","7828"
"1139513","-215.2342071533203","-215.2342071533203","-215.2342071533203","7838","7838","7838"
"1141011","-214.80455017089844","-214.80455017089844","-214.80455017089844","7848","7848","7848"
"1142509","-214.3791961669922","-214.3791961669922","-214.3791961669922","7858","7858","7858"
"1144307","-214.3000946044922","-214.3000946044922","-214.3000946044922","7868","7868","7868"
"1145705","-213.7657928466797","-213.7657928466797","-213.7657928466797","7878","7878","7878"
"1147103","-213.23684692382812","-213.23684692382812","-213.23684692382812","7887","7887","7887"
"1150601","-215.10731506347656","-215.10731506347656","-215.10731506347656","7902","7902","7902"
"1152599","-215.2489471435547","-215.2489471435547","-215.2489471435547","7913","7913","7913"
"1154597","-215.38916015625","-215.38916015625","-215.38916015625","7924","7924","7924"
"1156395","-215.29995727539062","-215.29995727539062","-215.29995727539062","7934","7934","7934"
"1157893","-214.86964416503906","-214.86964416503906","-214.86964416503906","7944","7944","7944"
"1159391","-214.4436492919922","-214.4436492919922","-214.4436492919922","7954","7954","7954"
"1161189","-214.36390686035156","-214.36390686035156","-214.36390686035156","7964","7964","7964"
"1162587","-213.8289794921875","-213.8289794921875","-213.8289794921875","7974","7974","7974"
"1163985","-213.2993927001953","-213.2993927001953","-213.2993927001953","7983","7983","7983"
"1167483","-215.16925048828125","-215.16925048828125","-215.16925048828125","7998","7998","7998"
"1169481","-215.31024169921875","-215.31024169921875","-215.31024169921875","8009","8009","8009"
"1171479","-215.44984436035156","-215.44984436035156","-215.44984436035156","8020","8020","8020"
"1173277","-215.3600311279297","-215.3600311279297","-215.3600311279297","8031","8031","8031"
"1174775","-214.9291229248047","-214.9291229248047","-214.9291229248047","8040","8040","8040"
"1176273","-214.5025177001953","-214.5025177001953","-214.5025177001953","8050","8050","8050"
"1178071","-214.42218017578125","-214.42218017578125","-214.42218017578125","8061","8061","8061"
"1179469","-213.88665771484375","-213.88665771484375","-213.88665771484375","8070","8070","8070"
"1180867","-213.35650634765625","-213.35650634765625","-213.35650634765625","8080","8080","8080"
"1184365","-215.22579956054688","-215.22579956054688","-215.22579956054688","8094","8094","8094"
